segment,anomaly,Signal_Health,train,channel,sampling,duration,Duration_Category,len,mean,var,Variance_Level,std,kurtosis,skew,n_peaks,Engineering_Priority,Peak_Complexity,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
492,0,Healthy,1,CADC0873,1,233,Medium,234,5.915300866880344E-6,6.376248764300855E-10,Low,2.525123514662373E-5,-1.4017854206629412,-0.042898738905825726,1,Low,Simple,1,1,65,74,8.712215499004638E-13,1.1711930446410948E-12,233,234,2.7365874524896374E-12,2.7248926343166047E-12
493,0,Healthy,0,CADC0873,1,165,Short,166,-8.851821813253012E-6,9.389054727867641E-11,Low,9.689713477635776E-6,-1.326252688292355,-0.017170170725820073,1,Low,Simple,1,1,39,43,6.780266748420502E-13,1.3303214371535666E-12,165,166,5.690336198707661E-13,5.656057064980507E-13
494,0,Healthy,1,CADC0873,1,212,Medium,213,8.52972468544601E-6,7.144348519600874E-10,Low,2.672891415602376E-5,-1.2197753814158074,-0.18334733896727,1,Low,Simple,1,1,53,57,1.6717936990863923E-12,2.9519348030297464E-12,212,213,3.369975716792865E-12,3.3541542345544008E-12
495,1,Anomalous,1,CADC0873,1,190,Medium,191,4.4621757225130886E-6,5.872483136132847E-10,Low,2.4233206837174578E-5,-1.1184283374508373,-0.22939755161246303,3,High,Moderate,2,1,2,7,3.9332831436291904E-11,6.937326595896354E-11,190,191,3.0907805979646565E-12,3.0745985005931137E-12
496,0,Healthy,1,CADC0873,1,178,Medium,179,5.892627435754189E-6,6.398749223877494E-10,Low,2.529574909718527E-5,-1.2093258018026776,-0.2093546541176863,1,Low,Simple,1,1,40,50,1.6445756318814914E-12,2.373824049247879E-12,178,179,3.594802934762637E-12,3.574720236803069E-12
497,0,Healthy,1,CADC0873,1,187,Medium,188,-1.8629235425531915E-6,7.579212848707935E-10,Low,2.7530370227637578E-5,-1.483795737478639,-0.03487282533353723,1,Low,Simple,1,1,45,51,1.7724307917889083E-12,2.676770835891885E-12,187,188,4.053054999309056E-12,4.031496196121242E-12
498,0,Healthy,0,CADC0873,1,190,Medium,191,-5.031083056544503E-6,8.014369034893849E-10,Low,2.8309660956807392E-5,-1.4877413168246976,0.043612912534913076,1,Low,Simple,1,1,31,38,2.8241258957320732E-12,4.4958371763454165E-12,190,191,4.218088965733605E-12,4.196004730310916E-12
499,0,Healthy,1,CADC0873,1,176,Medium,177,-8.241446870056497E-6,3.414407737772653E-10,Low,1.8478116077600153E-5,-1.165229283277197,-0.20929398469270935,1,Low,Simple,1,1,38,46,1.844633060368583E-12,4.205754539364833E-12,176,177,1.9400043964617345E-12,1.9290439196455665E-12
500,0,Healthy,0,CADC0873,1,186,Medium,187,4.248129716577541E-6,4.98507475503461E-10,Low,2.232728096977912E-5,-1.4220386803275575,-0.08965819225384965,1,Low,Simple,1,1,37,47,1.6159218932908478E-12,2.621357818035426E-12,186,187,2.680147717760543E-12,2.6658153770238555E-12
501,1,Anomalous,1,CADC0873,1,191,Medium,192,2.4630414270833336E-6,3.178769197780168E-10,Low,1.782910316807934E-5,-0.9962426775492741,-0.25216331340108966,2,High,Moderate,2,1,5,15,5.0400709400229724E-12,1.0762796642908454E-11,191,192,1.6642770669006115E-12,1.6556089571771708E-12
502,1,Anomalous,1,CADC0873,1,165,Short,166,-2.970854078313254E-6,1.0248916080201672E-10,Low,1.0123693041672922E-5,-0.4669911147027763,-0.6232225293138468,4,High,Complex,3,1,5,12,9.963070141334106E-12,2.032855172056466E-11,165,166,6.211464291031317E-13,6.174045831446791E-13
503,0,Healthy,1,CADC0873,1,192,Medium,193,-1.226386989637306E-6,2.678567047018532E-10,Low,1.6366328381828747E-5,-1.4979537559290041,-0.020236910069604756,1,Low,Simple,1,1,59,68,5.918306067052183E-13,8.935610467035495E-13,192,193,1.3950870036554854E-12,1.3878585735847316E-12
504,1,Anomalous,0,CADC0873,1,192,Medium,193,-2.865592550259067E-6,1.8620110492181662E-10,Low,1.364555256931051E-5,-1.2865240426442681,0.07542886647586738,2,High,Moderate,2,2,1,3,4.641745707653255E-12,8.995768314663484E-12,192,193,9.697974214677949E-13,9.64772564361744E-13
505,0,Healthy,1,CADC0873,1,182,Medium,183,5.374017054644808E-6,2.6896113558442596E-10,Low,1.640003462143986E-5,-1.449352528347865,-0.030678706194934468,1,Low,Simple,1,1,52,62,5.895075071009044E-13,7.235270584112363E-13,182,183,1.4778084372770658E-12,1.469732981335661E-12
506,1,Anomalous,1,CADC0873,1,177,Medium,178,-4.015726252808988E-6,2.641427845559859E-10,Low,1.625247010629418E-5,-0.9285198500386955,-0.3624669022924857,2,High,Moderate,1,1,1,6,2.233309094414141E-12,4.081588315657727E-12,177,178,1.4923321161355137E-12,1.4839482278426174E-12
507,0,Healthy,1,CADC0873,1,206,Medium,207,-1.5406380966183576E-6,6.850443669592956E-10,Low,2.617335223006972E-5,-1.4961113782654853,0.010214111009387395,1,Low,Simple,1,1,58,69,9.286078293616416E-13,9.10783120250895E-13,206,207,3.3254580920354155E-12,3.3093930770980463E-12
508,0,Healthy,1,CADC0873,1,174,Short,175,-8.395947119428571E-6,3.399533454531624E-10,Low,1.843782377215821E-5,-1.2855223869421482,-0.1313491695657763,1,Low,Simple,1,1,51,58,6.587749492415952E-13,7.331872612727789E-13,174,175,1.9537548589262205E-12,1.942590545446642E-12
509,0,Healthy,1,CADC0873,1,199,Medium,200,3.78755649E-6,8.340302403502108E-10,Low,2.887958172048568E-5,-1.3895944542859284,-0.03605992571106926,1,Low,Simple,1,1,45,59,1.0699546927156872E-12,7.079303585417745E-13,199,200,4.191106735428195E-12,4.170151201751054E-12
510,0,Healthy,1,CADC0873,1,192,Medium,193,3.879629915544041E-6,8.708179602366338E-10,Low,2.9509624874549556E-5,-1.4228221101629877,-0.019326775207950935,1,Low,Simple,1,1,50,68,1.2061806685447562E-12,9.187912338968532E-13,192,193,4.535510209565801E-12,4.512010156666497E-12
511,0,Healthy,1,CADC0873,1,178,Medium,179,3.6381937877094966E-6,6.486121531175146E-10,Low,2.5467865107179963E-5,-1.4504288201038216,-0.013176953685830233,1,Low,Simple,1,1,46,55,1.0868427707980687E-12,8.38227998611748E-13,178,179,3.643888500660195E-12,3.623531581662093E-12
512,0,Healthy,1,CADC0873,1,182,Medium,183,-6.476711709289618E-6,4.37313880754581E-10,Low,2.091205108913473E-5,-1.4931199373959971,-0.030117854156024613,1,Low,Simple,1,1,52,57,7.144797393493661E-13,5.828695868656914E-13,182,183,2.402823520629566E-12,2.389693337456727E-12
513,0,Healthy,1,CADC0873,1,184,Medium,185,-2.1824590691891894E-6,4.86571297280397E-10,Low,2.2058361164882514E-5,-1.4747263134216955,-0.024197747253833318,1,Low,Simple,1,1,53,62,8.343251210960853E-13,7.765929246946428E-13,184,185,2.644409224349984E-12,2.6301151204345787E-12
514,1,Anomalous,1,CADC0873,1,171,Short,172,-4.524261343023255E-6,1.8860818350341385E-10,Low,1.3733469463446367E-5,-1.0156005957597007,-0.4147676136446371,2,High,Moderate,2,1,2,13,1.7505866225516607E-12,3.2342787520206786E-12,171,172,1.1029718333532973E-12,1.0965592064151969E-12
515,0,Healthy,1,CADC0873,1,185,Medium,186,2.9508180059139784E-6,2.2553192030386745E-10,Low,1.5017720209934244E-5,-1.3697705028643177,-0.0911477979554634,1,Low,Simple,1,1,53,62,4.720592380465463E-13,6.347124689672207E-13,185,186,1.2190914611019863E-12,1.2125372059347713E-12
516,0,Healthy,1,CADC0873,1,185,Medium,186,1.8359533387096768E-6,1.9612418001956386E-10,Low,1.4004434298448612E-5,-1.2356919970681852,-0.10841362385935054,1,Low,Simple,1,1,57,60,4.72238702039202E-13,6.995915284376086E-13,185,186,1.0601307028084533E-12,1.0544310753739991E-12
517,1,Anomalous,1,CADC0873,1,161,Short,162,6.510618518518501E-8,6.659351741823549E-11,Low,8.160485121500772E-6,-0.884827118688762,-0.34538113785482694,1,High,Simple,1,1,3,1,2.46952634830318E-12,4.991032950207938E-12,161,162,4.136243317902825E-13,4.1107109517429315E-13
518,1,Anomalous,1,CADC0873,1,190,Medium,191,1.4988065863874345E-6,2.1147991894082755E-10,Low,1.4542349154824592E-5,-0.8426148860731448,-0.3033768049381009,1,High,Simple,1,1,1,1,1.2673488661483195E-11,3.591918076492065E-11,190,191,1.113052204951724E-12,1.1072247064964793E-12
519,0,Healthy,1,CADC0873,1,185,Medium,186,-1.2661809611827956E-6,2.0670185428778926E-10,Low,1.4377129556618361E-5,-1.4452323451382858,-0.03172131802409506,1,Low,Simple,1,1,55,64,6.15040075018464E-13,1.115398000433224E-12,185,186,1.1173073204745366E-12,1.1113002918698347E-12
520,0,Healthy,0,CADC0873,1,187,Medium,188,4.797291684042555E-6,2.400830106501991E-10,Low,1.549461231041936E-5,-1.4961001850393625,0.03221646591032502,1,Low,Simple,1,1,48,57,1.4059266980064981E-12,3.348960668922796E-12,187,188,1.2838663671133642E-12,1.2770372906925484E-12
521,0,Healthy,1,CADC0873,1,175,Medium,176,-1.7772927988636365E-6,2.093652157829789E-10,Low,1.4469458033491748E-5,-1.0580305836060948,-0.351583968802584,1,Low,Simple,1,1,48,53,1.3759641189002422E-12,3.1707808638731E-12,175,176,1.1963726616170223E-12,1.1895750896760166E-12
522,0,Healthy,0,CADC0873,1,202,Medium,203,1.8956792364532014E-6,5.732080725023386E-10,Low,2.3941764189431377E-5,-1.5034647960082776,-0.016668478915281032,1,Low,Simple,1,1,54,61,1.7740204635954038E-12,3.708229203549298E-12,202,203,2.837663725259102E-12,2.823685086218417E-12
523,0,Healthy,1,CADC0873,1,166,Short,167,-2.4019179065868276E-6,2.776428902918285E-10,Low,1.6662619550713762E-5,-1.0196644536148851,-0.3928462660905728,1,Low,Simple,1,1,50,53,1.2077818775930596E-12,2.65166576173945E-12,166,167,1.6725475318784848E-12,1.6625322771965778E-12
524,1,Anomalous,0,CADC0873,1,194,Medium,195,-9.060793025641027E-7,3.380223696551884E-10,Low,1.8385384675202974E-5,1.3072800937575595,-0.5720569282504939,2,High,Moderate,2,2,2,2,1.1502601279965743E-10,3.349031084904986E-10,194,195,1.7423833487380847E-12,1.7334480495137868E-12
525,1,Anomalous,1,CADC0873,1,174,Short,175,3.928754457142857E-6,6.898856316682082E-10,Low,2.6265674018920745E-5,-1.3314447490337171,0.0058847122806329815,1,High,Simple,1,1,37,53,2.144712400531904E-12,3.4801756369188124E-12,174,175,3.964859952116139E-12,3.942203609532618E-12
526,1,Anomalous,1,CADC0873,1,169,Short,170,-2.567113808235294E-6,5.210297586699146E-10,Low,2.2826076287218412E-5,-1.1340324741240015,-0.27698016748103366,2,High,Moderate,2,1,2,4,5.803615631219481E-12,1.0835466682207243E-11,169,170,3.0830163234906194E-12,3.064880933352439E-12
527,0,Healthy,1,CADC0873,1,184,Medium,185,-5.1078842E-6,8.089410989843596E-10,Low,2.844188986309383E-5,-1.503217623256128,-0.011608312827115694,1,Low,Simple,1,1,53,64,1.4717642054904662E-12,1.5555457875524015E-12,184,185,4.396419016219345E-12,4.372654589104646E-12
528,0,Healthy,1,CADC0873,1,173,Short,174,-6.735688793103449E-6,6.870702793458167E-10,Low,2.6212025472019834E-5,-1.4880230135868147,-0.0043806227083421495,1,Low,Simple,1,1,48,58,1.2911074342122342E-12,1.128840482180184E-12,173,174,3.9715045048891136E-12,3.948679766355268E-12
529,0,Healthy,0,CADC0873,1,178,Medium,179,-1.8439049106145259E-6,5.819590247555425E-10,Low,2.4123826909417637E-5,-1.4052033982988035,-0.015879191752214514,1,Low,Simple,1,1,45,60,9.382177753647056E-13,6.780398011440341E-13,178,179,3.2694327233457443E-12,3.2511677360644835E-12
530,0,Healthy,1,CADC0873,1,173,Short,174,4.11167585632184E-6,5.427776244930743E-10,Low,2.3297588383630488E-5,-1.4703082678677812,-0.0338930975228551,1,Low,Simple,1,1,48,58,9.972380711099992E-13,8.619117694890645E-13,173,174,3.137442916144938E-12,3.1194116350176682E-12
531,0,Healthy,1,CADC0873,1,176,Medium,177,1.867427915254238E-6,4.1867188357284516E-10,Low,2.0461473152557837E-5,-1.4198594618066445,-0.0025247830695677743,1,Low,Simple,1,1,50,57,8.177125414513475E-13,8.271260562881564E-13,176,177,2.3788175203002566E-12,2.3653778732929106E-12
532,0,Healthy,1,CADC0873,1,162,Short,163,-5.429010650306749E-6,1.8248729853584234E-10,Low,1.3508785975647195E-5,-1.4273639762217434,-0.06021082622704946,1,Low,Simple,1,1,49,55,5.522557247718786E-13,8.32916834859617E-13,162,163,1.1264648057768046E-12,1.119553978747499E-12
533,0,Healthy,0,CADC0873,1,180,Medium,181,-1.4765688784530385E-6,3.028456005213832E-10,Low,1.7402459611255623E-5,-1.4969960686978445,-0.029016639797763703,1,Low,Simple,1,1,49,58,6.534627581655137E-13,8.204234873799789E-13,180,181,1.6824755584521288E-12,1.6731801133778077E-12
534,1,Anomalous,1,CADC0873,1,178,Medium,179,-6.986181675977654E-7,2.0000833012047446E-10,Low,1.414243013489812E-5,-1.3027285494449459,-0.0464904613871953,2,High,Moderate,2,1,1,2,4.543564979131482E-12,8.918525503489127E-12,178,179,1.1236423040476094E-12,1.1173649727400808E-12
535,0,Healthy,0,CADC0873,1,178,Medium,179,3.18376443575419E-6,2.4711681180388676E-10,Low,1.5719949484775285E-5,-1.4623293937324562,0.007918811553197262,1,Low,Simple,1,1,50,60,5.635078992856428E-13,7.581955701835355E-13,178,179,1.3882966955274538E-12,1.3805408480664065E-12
536,0,Healthy,1,CADC0873,1,172,Short,173,-3.669179412947977E-6,2.9120725992998657E-10,Low,1.7064795924065033E-5,-1.3312601753964157,-0.12796994619785892,1,Low,Simple,1,1,50,60,6.541446455875393E-13,8.493656376068844E-13,172,173,1.6930654647092243E-12,1.6832789591328703E-12
537,0,Healthy,0,CADC0873,1,184,Medium,185,-3.5199509513513516E-6,5.304922010095635E-10,Low,2.3032416308532707E-5,-1.4857588901525736,-0.03711972757418136,1,Low,Simple,1,1,50,62,8.477244340353451E-13,6.842046370087102E-13,184,185,2.883109788095454E-12,2.8675254108625053E-12
538,0,Healthy,1,CADC0873,1,172,Short,173,-3.97798358381503E-6,4.4974158170152773E-10,Low,2.1207111583181895E-5,-1.328992002576331,-0.08918686344971123,1,Low,Simple,1,1,46,60,8.159706509489115E-13,7.728679824850827E-13,172,173,2.61477663779958E-12,2.5996623219741487E-12
539,1,Anomalous,1,CADC0873,1,183,Medium,184,-4.545543016304348E-6,3.829691680784598E-10,Low,1.9569598056129303E-5,-0.7126271169461913,-0.07236602860922917,2,High,Moderate,2,2,1,2,1.295919393467186E-11,2.5482486892953148E-11,183,184,2.0927276944178132E-12,2.0813541743394553E-12
540,0,Healthy,1,CADC0873,1,182,Medium,183,5.071600120218578E-6,8.729236407426706E-10,Low,2.954528119247929E-5,-1.4679080607749369,0.00661845945191839,1,Low,Simple,1,1,50,64,1.2769147149866485E-12,7.51742893762703E-13,182,183,4.796283740344344E-12,4.770074539577435E-12
541,1,Anomalous,1,CADC0873,1,169,Short,170,-3.978198005882353E-6,6.599194174445847E-10,Low,2.5688896773598213E-5,-1.1880321868763484,-0.0101743705798095,2,High,Moderate,2,1,1,3,2.9631715896940915E-11,7.397554174097265E-11,169,170,3.904848623932454E-12,3.8818789261446154E-12
542,0,Healthy,1,CADC0873,1,181,Medium,182,-6.175218681318682E-6,7.616885035857179E-10,Low,2.7598704744710718E-5,-1.4938086923615699,-0.030479560539733667,1,Low,Simple,1,1,43,58,1.150976100213984E-12,7.329079766115116E-13,181,182,4.208223776716673E-12,4.185101668053395E-12
543,1,Anomalous,0,CADC0873,1,179,Medium,180,1.7732934666666664E-6,3.702683626611856E-10,Low,1.9242358552453637E-5,-0.6502014844788238,-0.36594388218290036,1,High,Simple,1,1,2,2,1.2121689248481508E-11,2.3086684372882396E-11,179,180,2.068538338889305E-12,2.057046459228809E-12
544,0,Healthy,1,CADC0873,1,174,Short,175,-2.211472388571412E-7,3.5337663375531194E-10,Low,1.8798314651992394E-5,-1.3480222316831327,-0.06001880917467143,1,Low,Simple,1,1,45,55,7.203693399026809E-13,7.643121600271907E-13,174,175,2.0309001939960455E-12,2.019295050030354E-12
545,0,Healthy,1,CADC0873,1,172,Short,173,3.4147891849710983E-6,2.659444116062169E-10,Low,1.6307802169704442E-5,-1.481939896176336,-0.017964764047826737,1,Low,Simple,1,1,53,60,5.639855470027592E-13,6.226378705310618E-13,172,173,1.5461884395710284E-12,1.5372509341399821E-12
546,0,Healthy,0,CADC0873,1,171,Short,172,1.9884585383720925E-6,1.9951119295556856E-10,Low,1.4124843112600174E-5,-1.4261823448150601,-0.03162896871193453,1,Low,Simple,1,1,55,58,5.052832921984451E-13,6.923282103486483E-13,171,172,1.1667321225471845E-12,1.1599487962533056E-12
547,0,Healthy,0,CADC0873,1,160,Short,161,-2.7352636211180124E-6,1.1163082708514842E-10,Low,1.0565549066903642E-5,-1.3630195915753731,-0.13910291313672762,1,Low,Simple,1,1,49,56,4.630526242154876E-13,8.968181353841817E-13,160,161,6.976926692821776E-13,6.933591744419156E-13
548,1,Anomalous,1,CADC0873,1,178,Medium,179,-2.2378415474860335E-6,1.9518356121687448E-10,Low,1.3970811043632165E-5,-1.510108141534404,0.03336881324624817,1,High,Simple,1,1,38,44,6.782467927172651E-13,1.1857555022739098E-12,178,179,1.0965368607689577E-12,1.0904109565188518E-12
549,1,Anomalous,1,CADC0873,1,162,Short,163,-3.9004963190184033E-7,1.2828710678489393E-10,Low,1.132638983899521E-5,3.2706862452997605,0.38600866226771746,2,High,Moderate,2,1,1,2,5.654995904113586E-11,1.6829117419127134E-10,162,163,7.918957208944069E-13,7.870374649379995E-13
550,0,Healthy,0,CADC0873,1,183,Medium,184,2.313287600543478E-6,1.978465184048237E-10,Low,1.406579249117602E-5,-1.4839028107089227,0.019116002202044065,1,Low,Simple,1,1,49,54,4.993158301207962E-13,7.098086940355748E-13,183,184,1.0811285158733536E-12,1.0752528174175202E-12
551,0,Healthy,1,CADC0873,1,179,Medium,180,9.223773E-7,2.097115200444719E-10,Low,1.4481419821428834E-5,-1.4559627482491648,-7.128391100301527E-4,1,Low,Simple,1,1,53,58,5.818025846824962E-13,9.245825166475764E-13,179,180,1.171572737678614E-12,1.1650640002470663E-12
552,0,Healthy,1,CADC0873,1,179,Medium,180,-2.811631030555556E-6,2.380955758686041E-10,Low,1.5430345941313308E-5,-1.3909560729388952,-0.042044029798838235,1,Low,Simple,1,1,43,48,1.24791510341147E-12,3.056907453007171E-12,179,180,1.3301428819475088E-12,1.3227531992700226E-12
553,0,Healthy,0,CADC0873,1,168,Short,169,-3.6535744733727806E-6,2.285824893387115E-10,Low,1.51189447164381E-5,-1.3995239278159226,-0.05468521834139441,1,Low,Simple,1,1,43,51,1.58320038601926E-12,3.897569259247844E-12,168,169,1.3606100555875685E-12,1.3525591085130857E-12
554,1,Anomalous,0,CADC0873,1,184,Medium,185,3.0613708702702705E-6,3.7793868142287665E-10,Low,1.9440645087621877E-5,-1.3150299434430819,0.07874311092762874,3,High,Moderate,2,2,2,15,1.61004654894104E-11,3.297545704077491E-11,184,185,2.0540145729504167E-12,2.042911791475009E-12
555,0,Healthy,1,CADC0873,1,179,Medium,180,7.461377183333333E-6,5.000851385422953E-10,Low,2.236258344964408E-5,-1.4255998843771889,-0.003592017235398402,1,Low,Simple,1,1,44,54,1.856440123683434E-12,3.791295350957484E-12,179,180,2.7937717236999737E-12,2.7782507696794182E-12
556,0,Healthy,0,CADC0873,1,168,Short,169,-8.293589349112416E-8,4.713894984200171E-10,Low,2.171150612970038E-5,-1.1879160265483562,-0.23287215968451744,1,Low,Simple,1,1,37,43,2.1790587131071335E-12,4.849974196896586E-12,168,169,2.8058898715477207E-12,2.7892869728995093E-12
557,0,Healthy,1,CADC0873,1,180,Medium,181,-1.659282861878453E-6,7.816376948120391E-10,Low,2.7957784154185738E-5,-1.466738623688669,-0.01895332220756675,1,Low,Simple,1,1,42,57,1.2555944623646223E-12,8.590130746152027E-13,180,181,4.342431637844662E-12,4.318440302828945E-12
558,1,Anomalous,0,CADC0873,1,162,Short,163,-7.510999061349691E-6,5.402719815115216E-10,Low,2.3243751450906577E-5,-1.4106577912380172,-0.02970385930555709,2,High,Moderate,2,2,3,6,2.4327129488390134E-11,4.7886398284878706E-11,162,163,3.335012231552602E-12,3.314552033813016E-12
559,0,Healthy,1,CADC0873,1,181,Medium,182,-1.209923576923081E-7,7.557549509521984E-10,Low,2.7490997634720324E-5,-1.4981933296930314,0.01226274971559172,1,Low,Simple,1,1,42,58,1.1185401561712305E-12,5.745037179490592E-13,181,182,4.175441717967947E-12,4.152499730506585E-12
560,0,Healthy,1,CADC0873,1,179,Medium,180,3.3313553666666667E-6,7.569871006985138E-10,Low,2.751339856685309E-5,-1.4305043850002435,-0.02912510039395652,1,Low,Simple,1,1,48,65,1.1486341226854199E-12,7.800615896075149E-13,179,180,4.228978216192814E-12,4.205483892769521E-12
561,0,Healthy,1,CADC0873,1,173,Short,174,3.1061501724137935E-6,6.307744907694023E-10,Low,2.5115224282681656E-5,-1.4747052794438444,-0.011411344256305675,1,Low,Simple,1,1,46,58,1.0503139329057761E-12,7.207755916829353E-13,173,174,3.646095322366487E-12,3.625140751548289E-12
562,1,Anomalous,1,CADC0873,1,179,Medium,180,-2.1904585055555555E-6,5.135813689510476E-10,Low,2.2662333704873546E-5,-1.3938524709107605,-0.08250665973358358,2,High,Moderate,1,1,2,3,2.256705965844255E-11,5.1707194724401215E-11,179,180,2.8691696589444003E-12,2.85322982750582E-12
563,0,Healthy,1,CADC0873,1,175,Medium,176,-5.481933357954546E-6,3.9679613590452134E-10,Low,1.9919742365415306E-5,-1.4874514328350243,0.016129286344704154,1,Low,Simple,1,1,48,61,7.009598036848163E-13,5.603670705841424E-13,175,176,2.267406490882979E-12,2.2545234994575076E-12
564,1,Anomalous,0,CADC0873,1,177,Medium,178,-1.3631992702247191E-6,2.9429497515230195E-10,Low,1.7155027693137132E-5,-1.3881633182576683,-0.09930044302743601,1,High,Simple,1,1,16,20,1.1737408986525488E-12,1.7667767789512799E-12,177,178,1.6626834754367341E-12,1.6533425570354041E-12
